topic,paper_ID,sentence_ID,sentence,words,BIO,POS,length
machine-translation,9,237,"Similar to the code learning , the training is distributed to 4 GPUs , each GPU computes a mini-batch of 16 samples .","['Similar', 'to', 'the', 'code', 'learning', ',', 'the', 'training', 'is', 'distributed', 'to', '4', 'GPUs', ',', 'each', 'GPU', 'computes', 'a', 'mini-batch', 'of', '16', 'samples', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-p', 'O', 'B-n', 'B-p', 'O', 'O', 'O', 'B-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'O']","['JJ', 'TO', 'DT', 'NN', 'NN', ',', 'DT', 'NN', 'VBZ', 'VBN', 'TO', 'CD', 'NNP', ',', 'DT', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'CD', 'NNS', '.']",23
machine-translation,9,246,The loss - free compression rate reaches 92 % on ASPEC dataset by pruning 90 % of the connections .,"['The', 'loss', '-', 'free', 'compression', 'rate', 'reaches', '92', '%', 'on', 'ASPEC', 'dataset', 'by', 'pruning', '90', '%', 'of', 'the', 'connections', '.']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'NN', ':', 'JJ', 'NN', 'NN', 'VBZ', 'CD', 'NN', 'IN', 'NNP', 'NN', 'IN', 'VBG', 'CD', 'NN', 'IN', 'DT', 'NNS', '.']",20
machine-translation,9,247,"However , with the same pruning ratio , a modest performance loss is observed in IWSLT14 dataset .","['However', ',', 'with', 'the', 'same', 'pruning', 'ratio', ',', 'a', 'modest', 'performance', 'loss', 'is', 'observed', 'in', 'IWSLT14', 'dataset', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'B-p', 'B-n', 'I-n', 'O']","['RB', ',', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'DT', 'JJ', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'NNP', 'NN', '.']",18
machine-translation,9,248,"For the models using compositional coding , the loss - free compression rate is 94 % for the IWSLT14 dataset and 99 % for the ASPEC dataset .","['For', 'the', 'models', 'using', 'compositional', 'coding', ',', 'the', 'loss', '-', 'free', 'compression', 'rate', 'is', '94', '%', 'for', 'the', 'IWSLT14', 'dataset', 'and', '99', '%', 'for', 'the', 'ASPEC', 'dataset', '.']","['O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['IN', 'DT', 'NNS', 'VBG', 'JJ', 'NN', ',', 'DT', 'NN', ':', 'JJ', 'NN', 'NN', 'VBZ', 'CD', 'NN', 'IN', 'DT', 'NNP', 'NN', 'CC', 'CD', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']",28
machine-translation,1,2,Neural Machine Translation in Linear Time,"['Neural', 'Machine', 'Translation', 'in', 'Linear', 'Time']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n']","['JJ', 'NNP', 'NNP', 'IN', 'NNP', 'NNP']",6
machine-translation,1,10,The ByteNet decoder attains state - of - the - art performance on character - level language modelling and outperforms the previous best results obtained with recurrent networks .,"['The', 'ByteNet', 'decoder', 'attains', 'state', '-', 'of', '-', 'the', '-', 'art', 'performance', 'on', 'character', '-', 'level', 'language', 'modelling', 'and', 'outperforms', 'the', 'previous', 'best', 'results', 'obtained', 'with', 'recurrent', 'networks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NNP', 'NN', 'NNS', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'NN', 'IN', 'NN', ':', 'NN', 'NN', 'NN', 'CC', 'VBZ', 'DT', 'JJ', 'JJS', 'NNS', 'VBD', 'IN', 'JJ', 'NNS', '.']",29
machine-translation,1,11,"The ByteNet also achieves state - of - the - art performance on character - to - character machine translation on the English - to - German WMT translation task , surpassing comparable neural translation models that are based on recurrent networks with attentional pooling and run in quadratic time .","['The', 'ByteNet', 'also', 'achieves', 'state', '-', 'of', '-', 'the', '-', 'art', 'performance', 'on', 'character', '-', 'to', '-', 'character', 'machine', 'translation', 'on', 'the', 'English', '-', 'to', '-', 'German', 'WMT', 'translation', 'task', ',', 'surpassing', 'comparable', 'neural', 'translation', 'models', 'that', 'are', 'based', 'on', 'recurrent', 'networks', 'with', 'attentional', 'pooling', 'and', 'run', 'in', 'quadratic', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NNP', 'RB', 'VBZ', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'NN', 'IN', 'NN', ':', 'TO', ':', 'NN', 'NN', 'NN', 'IN', 'DT', 'NNP', ':', 'TO', ':', 'JJ', 'NNP', 'NN', 'NN', ',', 'VBG', 'JJ', 'JJ', 'NN', 'NNS', 'WDT', 'VBP', 'VBN', 'IN', 'NN', 'NNS', 'IN', 'JJ', 'NN', 'CC', 'VB', 'IN', 'JJ', 'NN', '.']",51
machine-translation,1,14,"In neural language modelling , a neural network estimates a distribution over sequences of words or characters that belong to a given language .","['In', 'neural', 'language', 'modelling', ',', 'a', 'neural', 'network', 'estimates', 'a', 'distribution', 'over', 'sequences', 'of', 'words', 'or', 'characters', 'that', 'belong', 'to', 'a', 'given', 'language', '.']","['O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'JJ', 'NN', 'NN', ',', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NNS', 'CC', 'NNS', 'WDT', 'VBP', 'TO', 'DT', 'VBN', 'NN', '.']",24
machine-translation,1,15,"In neural machine translation , the network estimates a distribution over sequences in the target language conditioned on a given sequence in the source language .","['In', 'neural', 'machine', 'translation', ',', 'the', 'network', 'estimates', 'a', 'distribution', 'over', 'sequences', 'in', 'the', 'target', 'language', 'conditioned', 'on', 'a', 'given', 'sequence', 'in', 'the', 'source', 'language', '.']","['O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'JJ', 'NN', 'NN', ',', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'VBN', 'IN', 'DT', 'VBN', 'NN', 'IN', 'DT', 'NN', 'NN', '.']",26
machine-translation,1,31,The ByteNet is the instance within this family of models that uses one - dimensional convolutional neural networks ( CNN ) of fixed depth for both the encoder and the decoder ) .,"['The', 'ByteNet', 'is', 'the', 'instance', 'within', 'this', 'family', 'of', 'models', 'that', 'uses', 'one', '-', 'dimensional', 'convolutional', 'neural', 'networks', '(', 'CNN', ')', 'of', 'fixed', 'depth', 'for', 'both', 'the', 'encoder', 'and', 'the', 'decoder', ')', '.']","['O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O']","['DT', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'WDT', 'VBZ', 'CD', ':', 'JJ', 'JJ', 'JJ', 'NNS', '(', 'NNP', ')', 'IN', 'VBN', 'NN', 'IN', 'DT', 'DT', 'NN', 'CC', 'DT', 'NN', ')', '.']",33
machine-translation,1,32,The two CNNs use increasing factors of dilation to rapidly grow the receptive fields ; a similar technique is also used in .,"['The', 'two', 'CNNs', 'use', 'increasing', 'factors', 'of', 'dilation', 'to', 'rapidly', 'grow', 'the', 'receptive', 'fields', ';', 'a', 'similar', 'technique', 'is', 'also', 'used', 'in', '.']","['O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'CD', 'NNP', 'NN', 'VBG', 'NNS', 'IN', 'NN', 'TO', 'RB', 'VB', 'DT', 'JJ', 'NNS', ':', 'DT', 'JJ', 'NN', 'VBZ', 'RB', 'VBN', 'IN', '.']",23
machine-translation,1,33,The convolutions in the decoder CNN are masked to prevent the network from seeing future tokens in the target sequence .,"['The', 'convolutions', 'in', 'the', 'decoder', 'CNN', 'are', 'masked', 'to', 'prevent', 'the', 'network', 'from', 'seeing', 'future', 'tokens', 'in', 'the', 'target', 'sequence', '.']","['O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'B-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'O']","['DT', 'NNS', 'IN', 'DT', 'NN', 'NNP', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'NN', '.']",21
machine-translation,1,34,The network has beneficial computational and learning properties .,"['The', 'network', 'has', 'beneficial', 'computational', 'and', 'learning', 'properties', '.']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'NN', 'VBZ', 'JJ', 'NN', 'CC', 'NN', 'NNS', '.']",9
machine-translation,1,35,"From a computational perspective , the network has a running time that is linear in the length of the source and target sequences ( up to a constant c ?","['From', 'a', 'computational', 'perspective', ',', 'the', 'network', 'has', 'a', 'running', 'time', 'that', 'is', 'linear', 'in', 'the', 'length', 'of', 'the', 'source', 'and', 'target', 'sequences', '(', 'up', 'to', 'a', 'constant', 'c', '?']","['B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'DT', 'JJ', 'NN', ',', 'DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'NN', 'NNS', '(', 'RB', 'TO', 'DT', 'JJ', 'NN', '.']",30
machine-translation,1,38,"From a learning perspective , the representation of the source sequence in the ByteNet is resolution preserving ; the representation sidesteps the need for memorization and allows for maximal bandwidth between encoder and decoder .","['From', 'a', 'learning', 'perspective', ',', 'the', 'representation', 'of', 'the', 'source', 'sequence', 'in', 'the', 'ByteNet', 'is', 'resolution', 'preserving', ';', 'the', 'representation', 'sidesteps', 'the', 'need', 'for', 'memorization', 'and', 'allows', 'for', 'maximal', 'bandwidth', 'between', 'encoder', 'and', 'decoder', '.']","['O', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'DT', 'VBG', 'NN', ',', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNP', 'VBZ', 'JJ', 'NN', ':', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'VBZ', 'IN', 'JJ', 'NN', 'IN', 'NN', 'CC', 'NN', '.']",35
machine-translation,1,152,Character Prediction,"['Character', 'Prediction']","['B-n', 'I-n']","['NNP', 'NNP']",2
machine-translation,1,156,"The ByteNet Decoder that we use for the result has 30 residual blocks split into six sets of five blocks each ; for the five blocks in each set the dilation rates are , respectively , 1 , 2 , 4 , 8 and 16 .","['The', 'ByteNet', 'Decoder', 'that', 'we', 'use', 'for', 'the', 'result', 'has', '30', 'residual', 'blocks', 'split', 'into', 'six', 'sets', 'of', 'five', 'blocks', 'each', ';', 'for', 'the', 'five', 'blocks', 'in', 'each', 'set', 'the', 'dilation', 'rates', 'are', ',', 'respectively', ',', '1', ',', '2', ',', '4', ',', '8', 'and', '16', '.']","['O', 'B-n', 'I-n', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'NNP', 'NNP', 'IN', 'PRP', 'VBP', 'IN', 'DT', 'NN', 'VBZ', 'CD', 'JJ', 'NNS', 'VBD', 'IN', 'CD', 'NNS', 'IN', 'CD', 'NNS', 'DT', ':', 'IN', 'DT', 'CD', 'NNS', 'IN', 'DT', 'NN', 'DT', 'NN', 'NNS', 'VBP', ',', 'RB', ',', 'CD', ',', 'CD', ',', 'CD', ',', 'CD', 'CC', 'CD', '.']",46
machine-translation,1,157,The masked kernel has size 3 .,"['The', 'masked', 'kernel', 'has', 'size', '3', '.']","['O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O']","['DT', 'JJ', 'NN', 'VBZ', 'NN', 'CD', '.']",7
machine-translation,1,159,The number of hidden units dis 512 .,"['The', 'number', 'of', 'hidden', 'units', 'dis', '512', '.']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'O']","['DT', 'NN', 'IN', 'JJ', 'NNS', 'VBP', 'CD', '.']",8
machine-translation,1,161,For the optimization we use Adam with a learning rate of 0.0003 and a weight decay term of 0.0001 .,"['For', 'the', 'optimization', 'we', 'use', 'Adam', 'with', 'a', 'learning', 'rate', 'of', '0.0003', 'and', 'a', 'weight', 'decay', 'term', 'of', '0.0001', '.']","['O', 'O', 'B-p', 'O', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'B-n', 'O']","['IN', 'DT', 'NN', 'PRP', 'VBP', 'JJ', 'IN', 'DT', 'VBG', 'NN', 'IN', 'CD', 'CC', 'DT', 'NN', 'JJ', 'NN', 'IN', 'CD', '.']",20
machine-translation,1,162,We apply dropout to the last ReLU layer before the softmax dropping units with a probability of 0.1 .,"['We', 'apply', 'dropout', 'to', 'the', 'last', 'ReLU', 'layer', 'before', 'the', 'softmax', 'dropping', 'units', 'with', 'a', 'probability', 'of', '0.1', '.']","['O', 'B-p', 'B-n', 'B-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['PRP', 'VBP', 'RB', 'TO', 'DT', 'JJ', 'NNP', 'NN', 'IN', 'DT', 'NN', 'VBG', 'NNS', 'IN', 'DT', 'NN', 'IN', 'CD', '.']",19
machine-translation,1,164,"At each step we sample a batch of sequences of 500 characters each , use the first 100 characters as the minimum context and predict the latter 400 characters .","['At', 'each', 'step', 'we', 'sample', 'a', 'batch', 'of', 'sequences', 'of', '500', 'characters', 'each', ',', 'use', 'the', 'first', '100', 'characters', 'as', 'the', 'minimum', 'context', 'and', 'predict', 'the', 'latter', '400', 'characters', '.']","['O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['IN', 'DT', 'NN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NNS', 'IN', 'CD', 'NNS', 'DT', ',', 'VBP', 'DT', 'JJ', 'CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'CC', 'VBP', 'DT', 'JJ', 'CD', 'NNS', '.']",30
machine-translation,1,167,The ByteNet decoder achieves 1.31 bits / character on the test set .,"['The', 'ByteNet', 'decoder', 'achieves', '1.31', 'bits', '/', 'character', 'on', 'the', 'test', 'set', '.']","['O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['DT', 'NNP', 'NN', 'VBZ', 'CD', 'NNS', 'VBP', 'NN', 'IN', 'DT', 'NN', 'NN', '.']",13
machine-translation,1,168,Character - Level Machine Translation,"['Character', '-', 'Level', 'Machine', 'Translation']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n']","['NNP', ':', 'NN', 'NNP', 'NNP']",5
machine-translation,1,174,The ByteNet used in the experiments has 30 residual blocks in the encoder and 30 residual blocks in the decoder .,"['The', 'ByteNet', 'used', 'in', 'the', 'experiments', 'has', '30', 'residual', 'blocks', 'in', 'the', 'encoder', 'and', '30', 'residual', 'blocks', 'in', 'the', 'decoder', '.']","['O', 'B-n', 'O', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['DT', 'NNP', 'VBN', 'IN', 'DT', 'NNS', 'VBZ', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'CC', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']",21
machine-translation,1,175,"As in the ByteNet Decoder , the residual blocks are arranged in sets of five with corresponding dilation rates of 1 , 2 , 4 , 8 and 16 .","['As', 'in', 'the', 'ByteNet', 'Decoder', ',', 'the', 'residual', 'blocks', 'are', 'arranged', 'in', 'sets', 'of', 'five', 'with', 'corresponding', 'dilation', 'rates', 'of', '1', ',', '2', ',', '4', ',', '8', 'and', '16', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'IN', 'DT', 'NNP', 'NNP', ',', 'DT', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'NNS', 'IN', 'CD', 'IN', 'VBG', 'NN', 'NNS', 'IN', 'CD', ',', 'CD', ',', 'CD', ',', 'CD', 'CC', 'CD', '.']",30
machine-translation,1,176,For this task we use the residual blocks with ReLUs ( .,"['For', 'this', 'task', 'we', 'use', 'the', 'residual', 'blocks', 'with', 'ReLUs', '(', '.']","['O', 'O', 'O', 'O', 'B-p', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'O', 'O']","['IN', 'DT', 'NN', 'PRP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NNP', '(', '.']",12
machine-translation,1,177,The number of hidden units dis 800 .,"['The', 'number', 'of', 'hidden', 'units', 'dis', '800', '.']","['O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O']","['DT', 'NN', 'IN', 'JJ', 'NNS', 'VBP', 'CD', '.']",8
machine-translation,1,178,"The size of the kernel in the source network is 3 , whereas the size of the masked kernel in the target network is 3 .","['The', 'size', 'of', 'the', 'kernel', 'in', 'the', 'source', 'network', 'is', '3', ',', 'whereas', 'the', 'size', 'of', 'the', 'masked', 'kernel', 'in', 'the', 'target', 'network', 'is', '3', '.']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-p', 'O', 'B-n', 'I-n', 'O', 'B-n', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'O', 'B-n', 'O']","['DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'CD', ',', 'VBD', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'CD', '.']",26
machine-translation,1,179,For the optimization we use Adam with a learning rate of 0.0003 .,"['For', 'the', 'optimization', 'we', 'use', 'Adam', 'with', 'a', 'learning', 'rate', 'of', '0.0003', '.']","['O', 'O', 'B-p', 'O', 'B-p', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'DT', 'NN', 'PRP', 'VBP', 'JJ', 'IN', 'DT', 'VBG', 'NN', 'IN', 'CD', '.']",13
machine-translation,1,180,Each sentence is padded with special characters to the nearest greater multiple of 50 ; 20 % of further padding is ap - plied to each source sentence as apart of dynamic unfolding ( eq. 2 ) .,"['Each', 'sentence', 'is', 'padded', 'with', 'special', 'characters', 'to', 'the', 'nearest', 'greater', 'multiple', 'of', '50', ';', '20', '%', 'of', 'further', 'padding', 'is', 'ap', '-', 'plied', 'to', 'each', 'source', 'sentence', 'as', 'apart', 'of', 'dynamic', 'unfolding', '(', 'eq.', '2', ')', '.']","['O', 'B-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NN', 'VBZ', 'VBN', 'IN', 'JJ', 'NNS', 'TO', 'DT', 'JJS', 'JJR', 'NN', 'IN', 'CD', ':', 'CD', 'NN', 'IN', 'JJ', 'NN', 'VBZ', 'JJ', ':', 'VBN', 'TO', 'DT', 'NN', 'NN', 'IN', 'NN', 'IN', 'JJ', 'JJ', '(', 'JJ', 'CD', ')', '.']",38
machine-translation,1,181,Each pair of sentences is mapped to a bucket based on the pair of padded lengths for efficient batching during training .,"['Each', 'pair', 'of', 'sentences', 'is', 'mapped', 'to', 'a', 'bucket', 'based', 'on', 'the', 'pair', 'of', 'padded', 'lengths', 'for', 'efficient', 'batching', 'during', 'training', '.']","['O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'B-p', 'O', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'NN', 'IN', 'NNS', 'VBZ', 'VBN', 'TO', 'DT', 'NN', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'JJ', 'VBG', 'IN', 'NN', '.']",22
machine-translation,1,182,We use vanilla beam search according to the total likelihood of the generated candidate and accept only candidates which end in a end -of - sentence token .,"['We', 'use', 'vanilla', 'beam', 'search', 'according', 'to', 'the', 'total', 'likelihood', 'of', 'the', 'generated', 'candidate', 'and', 'accept', 'only', 'candidates', 'which', 'end', 'in', 'a', 'end', '-of', '-', 'sentence', 'token', '.']","['O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP', 'VBP', 'JJ', 'NN', 'NN', 'VBG', 'TO', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'VB', 'RB', 'NNS', 'WDT', 'VBP', 'IN', 'DT', 'NN', 'SYM', ':', 'NN', 'NN', '.']",28
machine-translation,1,183,We use a beam of size 12 .,"['We', 'use', 'a', 'beam', 'of', 'size', '12', '.']","['O', 'O', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'O']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'CD', '.']",8
machine-translation,1,186,"On NewsTest 2014 the ByteNet achieves the highest performance in character - level and subword - level neural machine translation , and compared to the word - level systems it is second only to the version of GNMT that uses word - pieces .","['On', 'NewsTest', '2014', 'the', 'ByteNet', 'achieves', 'the', 'highest', 'performance', 'in', 'character', '-', 'level', 'and', 'subword', '-', 'level', 'neural', 'machine', 'translation', ',', 'and', 'compared', 'to', 'the', 'word', '-', 'level', 'systems', 'it', 'is', 'second', 'only', 'to', 'the', 'version', 'of', 'GNMT', 'that', 'uses', 'word', '-', 'pieces', '.']","['B-p', 'B-n', 'I-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['IN', 'NNP', 'CD', 'DT', 'NNP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', ':', 'NN', 'CC', 'JJ', ':', 'NN', 'JJ', 'NN', 'NN', ',', 'CC', 'VBN', 'TO', 'DT', 'NN', ':', 'NN', 'NNS', 'PRP', 'VBZ', 'JJ', 'RB', 'TO', 'DT', 'NN', 'IN', 'NNP', 'WDT', 'VBZ', 'NN', ':', 'NNS', '.']",44
machine-translation,1,187,"On NewsTest 2015 , to our knowledge , ByteNet achieves the best published results to date .","['On', 'NewsTest', '2015', ',', 'to', 'our', 'knowledge', ',', 'ByteNet', 'achieves', 'the', 'best', 'published', 'results', 'to', 'date', '.']","['O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'NNP', 'CD', ',', 'TO', 'PRP$', 'NN', ',', 'NNP', 'VBZ', 'DT', 'JJS', 'VBN', 'NNS', 'TO', 'NN', '.']",17
machine-translation,5,2,Tilde 's Machine Translation Systems for WMT 2018,"['Tilde', ""'s"", 'Machine', 'Translation', 'Systems', 'for', 'WMT', '2018']","['O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O']","['NNP', 'POS', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CD']",8
